target,combo,n_atoms,n_features,src,n,target_mean,pred_mean,offset,null,brier,bss_raw,bss_centered,bss_norm,d_centered,verdict
middle,id_frequency,1,276,fit 35s,245343,0.1533159698870561,0.15130658540813854,-0.0020093844789175475,0.1298101832646474,0.12912824261017744,525.3367935546981,528.4472012920482,5.253367935546982,43.875271300475276,채택 후보
middle,ordinal_numeric,1,272,fit 46s,245343,0.1533159698870561,0.15341171301252138,9.57431254652863e-05,0.1298101832646474,0.12916920035956023,493.78476246381143,493.791824117884,4.937847624638114,9.219894126311033,채택 후보
middle,component_shape,1,284,fit 49s,245343,0.1533159698870561,0.15461508183950437,0.0012991119524482786,0.1298101832646474,0.12917530075214317,489.08529095124106,490.3854138095021,4.890852909512411,5.813483817929125,채택 후보
middle,recent_shape,1,284,fit 48s,245343,0.1533159698870561,0.1543520598983581,0.0010360900113020044,0.1298101832646474,0.12917977161697894,485.64113524378615,486.4680984947079,4.856411352437862,1.896168503134902,잡음 이내 (sd 2.69)
middle,rate_multiscale,1,332,fit 51s,245343,0.1533159698870561,0.15527336535504555,0.0019573954679894534,0.1298101832646474,0.12918342582667042,482.82609438984326,485.77763249089134,4.8282609438984325,1.2057024993183632,잡음 이내 (sd 2.69)
middle,trackman_compact,1,227,fit 45s,245343,0.1533159698870561,0.15632212689415304,0.0030061570070969434,0.1298101832646474,0.12918899611447837,478.5349920526705,485.49668005286594,4.785349920526705,0.9247500612929684,잡음 이내 (sd 2.69)
middle,baseline,0,272,fit 46s,245343,0.1533159698870561,0.15518105710655528,0.001865087219499184,0.1298101832646474,0.12918463810461267,481.89220930334733,484.571929991573,4.818922093033473,0.0,잡음 이내 (sd 2.69)
middle,count_multiscale,1,290,fit 53s,245343,0.1533159698870561,0.15521154135178142,0.0018955714647253263,0.1298101832646474,0.12918510116265244,481.5354899550539,484.303524856089,4.815354899550539,-0.26840513548398803,잡음 이내 (sd 2.69)
middle,component_compact,1,268,fit 47s,245343,0.1533159698870561,0.1552375836399027,0.001921613752846607,0.1298101832646474,0.12918591914131738,480.90535552001154,483.74997011204624,4.809053555200116,-0.8219598795267302,잡음 이내 (sd 2.69)
middle,no_component,1,227,fit 46s,245343,0.1533159698870561,0.15499027673166443,0.001674306844608342,0.1298101832646474,0.129186751987646,480.26376769717547,482.42330814264324,4.802637676971755,-2.1486218489297357,잡음 이내 (sd 2.69)
middle,trackman_quality,1,283,fit 48s,245343,0.1533159698870561,0.1551582197293121,0.0018422498422560052,0.1298101832646474,0.12918737789433987,479.78159697826817,482.3960948520001,4.797815969782682,-2.1758351395728823,잡음 이내 (sd 2.69)
middle,context_robust,1,282,fit 53s,245343,0.1533159698870561,0.15420899649251135,0.0008930266054552605,0.1298101832646474,0.12918514595042677,481.50098744283997,482.11534334158256,4.8150098744284,-2.456586649990413,잡음 이내 (sd 2.69)
middle,no_trackman,1,174,fit 45s,245343,0.1533159698870561,0.15698891289624564,0.00367294300918955,0.1298101832646474,0.12919918675187694,470.6845775918955,481.07706761807424,4.706845775918955,-3.4948623734987336,잡음 이내 (sd 2.69)
middle,pitcher_reactivity,1,281,fit 48s,245343,0.1533159698870561,0.1548701147089411,0.0015541448218850118,0.1298101832646474,0.12919191268894983,476.28819261205103,478.1488834042613,4.76288192612051,-6.42304658731166,잡음 이내 (sd 2.69)
middle,rate_geometry,1,290,fit 49s,245343,0.1533159698870561,0.15441589263006958,0.0010999227430134872,0.1298101832646474,0.1291929167708998,475.5146924715237,476.44669180328947,4.755146924715237,-8.125238188283504,잡음 이내 (sd 2.69)
middle,drop_ids,1,268,fit 35s,245343,0.1533159698870561,0.1511044634799507,-0.002211506407105379,0.1298101832646474,0.129204050499669,466.93776230380956,470.7053870506961,4.669377623038096,-13.866542940876855,잡음 이내 (sd 2.69)
middle,temporal_cyclic,1,280,fit 48s,245343,0.1533159698870561,0.1539033420540014,0.0005873721669453214,0.1298101832646474,0.1292149065023752,458.57477996052995,458.8405573085374,4.5857477996053,-25.731372683035545,잡음 이내 (sd 2.69)
