target,arm,combo,fold,d,n,target_mean,pred_mean,offset,null,brier,bss_raw,bss_centered,bss_norm
middle,split_ball_id_frequency,id_frequency,2024,0.0,253035,0.17629181733752247,0.1561893332147227,-0.020102484122799774,0.14521301247735607,0.1442411327119065,669.2787022796076,947.5663440090099,6.692787022796076
