target,arm,fold,d,n,target_mean,pred_mean,offset,null,brier,bss_raw,bss_centered,bss_norm
middle,split_ball,2023,30.942347892659598,245343,0.1533159698870561,0.15150028474340443,-0.0018156851436516575,0.1298101832646474,0.12914494830945106,512.4674647751792,515.0071057015925,5.124674647751792
middle,cat,2023,0.0,245343,0.1533159698870561,0.1512107198062445,-0.0021052500808115826,0.1298101832646474,0.1291851146279569,481.5251168825196,484.9393928594181,4.815251168825196
middle,cat_xgb,2023,-49.53573913842877,245343,0.1533159698870561,0.15019819355249808,-0.003117776334558009,0.1298101832646474,0.129249417061714,431.98937774409086,439.47764178307034,4.3198937774409085
middle,xgb,2023,-162.01079307547326,245343,0.1533159698870561,0.1494492796947685,-0.0038666901922875807,0.1298101832646474,0.12939542113535668,319.51432380704637,331.0321359440427,3.1951432380704636
middle,split_ball_xgb,2023,-227.23080161386466,245343,0.1533159698870561,0.14498191167175503,-0.00833405821530106,0.1298101832646474,0.1294800833479656,254.29431526865497,307.8005384240523,2.54294315268655
