target,arm,combo,fold,d,n,target_mean,pred_mean,offset,null,brier,bss_raw,bss_centered,bss_norm
middle,split_ball_id_frequency_rate_multiscale_temporal_c,id_frequency+rate_multiscale+temporal_cyclic,2023,0.0,245343,0.1533159698870561,0.15149947423466376,-0.001816495652392336,0.1298101832646474,0.12914493406728275,512.4784363091162,515.0203450963397,5.124784363091162
