target,arm,fold,n_features,n_train,d,n,target_mean,pred_mean,offset,null,brier,bss_raw,bss_centered,bss_norm
reverse,base,2024,297,1220473,0.0,253035,0.2480012646471832,0.2575924370113006,0.0095911723641174,0.186496637380581,0.1838269163040831,1431.511642244676,1480.8372432904894,14.31511642244676
reverse,fw020,2024,297,1220473,-25.632109428186595,253035,0.2480012646471832,0.2572995048835973,0.0092982402364141,0.186496637380581,0.1838691860104323,1408.846511686368,1455.2051338623028,14.08846511686368
reverse,short05,2024,297,1220473,-3.401055235652393,253035,0.2480012646471832,0.2577710145780362,0.009769749930853,0.186496637380581,0.1838367165841262,1426.2567056513076,1477.436188054837,14.262567056513076
reverse,treeparam,2024,297,1220473,17.818793465884482,253035,0.2480012646471832,0.2575007160672684,0.0094994514200852,0.186496637380581,0.1837919338434118,1450.2693320146864,1498.656036756374,14.502693320146864
reverse,interact,2024,342,1220473,-7.438947243432267,253035,0.2480012646471832,0.2566472023743243,0.0086459377271411,0.186496637380581,0.1838235513424121,1433.315943768987,1473.398296047057,14.333159437689869
reverse,fw020+short05,2024,297,1220473,-25.78284442547056,253035,0.2480012646471832,0.2574309873809087,0.0094297227337255,0.186496637380581,0.1838719295254745,1407.3754315206522,1455.0543988650188,14.07375431520652
reverse,balanced,2024,297,1220473,-164.96683270891276,253035,0.2480012646471832,0.5194414614420999,0.2714401967949167,0.186496637380581,0.2577224486887536,-38191.47214049934,1315.8704105815766,-381.9147214049934
reverse,sqrtbal,2024,297,1220473,-76.33535544552274,253035,0.2480012646471832,0.3801045141212433,0.1321032494740601,0.186496637380581,0.2013285571094092,-7952.915364667378,1404.5018878449666,-79.52915364667379
reverse,spw2,2024,297,1220473,-104.37166544274852,253035,0.2480012646471832,0.4055764560091265,0.1575751913619433,0.186496637380581,0.2087595162959468,-11937.41572398126,1376.4655778477409,-119.3741572398126
reverse,depthwise,2024,297,1220473,17.267148545463215,253035,0.2480012646471832,0.2571262612767536,0.0091249966295704,0.186496637380581,0.1837859886288458,1453.4571721009804,1498.1043918359526,14.534571721009804
reverse,lossguide,2024,297,1220473,1.7240113243553878,253035,0.2480012646471832,0.2576856403437323,0.0096843756965491,0.186496637380581,0.1838254976262489,1432.272341125973,1482.5612546148448,14.32272341125973
reverse,deep10,2024,297,1220473,-14.70216563196368,253035,0.2480012646471832,0.2575428430130447,0.0095415783658615,0.186496637380581,0.1838533864790026,1417.3182630549677,1466.1350776585257,14.173182630549675
reverse,shallow6,2024,297,1220473,-19.413654350863908,253035,0.2480012646471832,0.2572645908308303,0.0092633261836471,0.186496637380581,0.1838569407413067,1415.412458020615,1461.4235889396257,14.154124580206153
reverse,border512,2024,297,1220473,-12.738741846063476,253035,0.2480012646471832,0.2571953093905951,0.0091940447434119,0.186496637380581,0.1838432135006963,1422.7730414623552,1468.098501444426,14.22773041462355
reverse,l2_20,2024,297,1220473,7.543726783587545,253035,0.2480012646471832,0.2574860094585429,0.0094847448113596,0.186496637380581,0.183810817304117,1440.1439694502917,1488.380970074077,14.401439694502916
reverse,l2_1,2024,297,1220473,12.841262317087056,253035,0.2480012646471832,0.2578835786256273,0.0098823139784441,0.186496637380581,0.1838086373239149,1441.3128807146957,1493.6785056075764,14.413128807146958
reverse,bayesian,2024,297,1220473,35.27771343616587,253035,0.2480012646471832,0.2579801272120931,0.0099788625649099,0.186496637380581,0.1837687116655511,1462.721126420663,1516.1149567266552,14.627211264206627
reverse,crossent,2024,297,1220473,0.0207060637746963,253035,0.2480012646471832,0.2575919922136784,0.0095907275664952,0.186496637380581,0.1838268691559069,1431.5369232239084,1480.857949354264,14.315369232239084
reverse,hl_short,2024,297,1220473,-9.936713477987269,253035,0.2480012646471832,0.2574333279772815,0.0094320633300983,0.186496637380581,0.1838424211719305,1423.1978902837118,1470.900529812502,14.231978902837117
reverse,hl_long,2024,297,1220473,-7.112824481325788,253035,0.2480012646471832,0.257785802711701,0.0097845380645177,0.186496637380581,0.1838439280803813,1422.389881907804,1473.7244188091636,14.22389881907804
reverse,no_recency,2024,297,1220473,-15.17811500140192,253035,0.2480012646471832,0.2575855572143163,0.0095842925671331,0.186496637380581,0.1838550910548727,1416.4042648756813,1465.6591282890874,14.164042648756814
reverse,lr005_it2000,2024,297,1220473,-16.414935851249993,253035,0.2480012646471832,0.2576009878204056,0.0095997231732224,0.186496637380581,0.1838576937051582,1415.008716772459,1464.4223074392394,14.150087167724587
reverse,lr03_it400,2024,297,1220473,-24.815422571267163,253035,0.2480012646471832,0.2576820150501055,0.0096807504029223,0.186496637380581,0.1838749225737758,1405.7705509483487,1456.0218207192222,14.057705509483489
ball,base,2024,230,1220473,0.0,253035,0.3656529729088861,0.3699805976127909,0.0043276247039048,0.2319508763117795,0.2279961708822258,1704.975420846422,1713.0496889309454,17.04975420846422
ball,fw020,2024,230,1220473,-10.452857349207989,253035,0.3656529729088861,0.370061957000254,0.0044089840913679,0.2319508763117795,0.228021127181587,1694.2161170843128,1702.5968315817374,16.94216117084313
ball,short05,2024,230,1220473,-5.782048034941226,253035,0.3656529729088861,0.3727849837455496,0.0071320108366635,0.2319508763117795,0.228041719636308,1685.3381792000243,1707.2676408960042,16.853381792000242
ball,treeparam,2024,230,1220473,1.1755618476993277,253035,0.3656529729088861,0.3699310539325554,0.0042780810236693,0.2319508763117795,0.2279930177978857,1706.3347967583354,1714.2252507786447,17.063347967583354
ball,interact,2024,275,1220473,-3.418730873694358,253035,0.3656529729088861,0.3701711431025322,0.0045181701936461,0.2319508763117795,0.2280057861847671,1700.8300161408197,1709.630958057251,17.008300161408197
ball,fw020+short05,2024,230,1220473,-12.637881266730574,253035,0.3656529729088861,0.3721863353005691,0.006533362391683,0.2319508763117795,0.2280494410471344,1682.0092800170603,1700.4118076642148,16.820092800170606
ball,balanced,2024,230,1220473,-34.45669957450332,253035,0.3656529729088861,0.4966963684364481,0.131043395527562,0.2319508763117795,0.2452297366746521,-5724.858889958972,1678.592989356442,-57.24858889958973
ball,sqrtbal,2024,230,1220473,-18.11364644506148,253035,0.3656529729088861,0.4323115878225886,0.0666586149137025,0.2319508763117795,0.2324628282505225,-220.71567345789413,1694.936042485884,-2.207156734578941
ball,spw2,2024,230,1220473,-40.77802038938694,253035,0.3656529729088861,0.5354686058436007,0.1698156329347145,0.2319508763117795,0.2569093767113013,-10760.2526864238,1672.2716685415585,-107.602526864238
ball,depthwise,2024,230,1220473,8.142534185751174,253035,0.3656529729088861,0.3689048911618338,0.0032519182529476,0.2319508763117795,0.227969130839574,1716.633080037766,1721.1922231166966,17.16633080037766
ball,lossguide,2024,230,1220473,7.610820112535748,253035,0.3656529729088861,0.3691203317537213,0.0034673588448352,0.2319508763117795,0.2279718117600612,1715.477266130172,1720.6605090434812,17.15477266130172
ball,deep10,2024,230,1220473,-3.884676099841272,253035,0.3656529729088861,0.3701951462586734,0.0045421733497872,0.2319508763117795,0.228007084425643,1700.2703110443715,1709.165012831104,17.00270311044372
ball,shallow6,2024,230,1220473,-8.574695078733612,253035,0.3656529729088861,0.3706491057249919,0.0049961328161057,0.2319508763117795,0.2280222929701402,1693.713515597417,1704.4749938522118,16.93713515597417
ball,border512,2024,230,1220473,-8.373637653069636,253035,0.3656529729088861,0.3694940804474461,0.0038411075385599,0.2319508763117795,0.2280116193796862,1698.315175493592,1704.6760512778758,16.98315175493592
ball,l2_20,2024,230,1220473,5.011344520289413,253035,0.3656529729088861,0.3697987799680565,0.0041458070591703,0.2319508763117795,0.22798300640529,1710.6509660933525,1718.0610334512348,17.106509660933522
ball,l2_1,2024,230,1220473,2.4386804586829385,253035,0.3656529729088861,0.3701655380025413,0.0045125650936552,0.2319508763117795,0.2279921492496781,1706.7092502725534,1715.4883693896284,17.067092502725533
ball,bayesian,2024,230,1220473,17.947864620893142,253035,0.3656529729088861,0.3692246609248714,0.0035716880159852,0.2319508763117795,0.227948569272664,1725.4977013907435,1730.9975535518386,17.254977013907435
ball,crossent,2024,230,1220473,-0.0416869789132761,253035,0.3656529729088861,0.3699730494946443,0.0043200765857582,0.2319508763117795,0.2279962023016677,1704.9618751153184,1713.008001952032,17.049618751153183
ball,hl_short,2024,230,1220473,-3.150837205279004,253035,0.3656529729088861,0.3702440863592504,0.0045911134503643,0.2319508763117795,0.2280058292638708,1700.81144362908,1709.8988517256664,17.0081144362908
ball,hl_long,2024,230,1220473,9.956402082877958,253035,0.3656529729088861,0.3702864587301401,0.004633485821254,0.2319508763117795,0.2279758177756233,1713.7501695889457,1723.0060910138234,17.137501695889455
ball,no_recency,2024,230,1220473,10.90637003680058,253035,0.3656529729088861,0.3701866511090987,0.0045336782002126,0.2319508763117795,0.2279726993637969,1715.0945972867482,1723.956058967746,17.150945972867483
ball,lr005_it2000,2024,230,1220473,-5.116127606152759,253035,0.3656529729088861,0.3708380682851548,0.0051850953762687,0.2319508763117795,0.2280161946635246,1696.342652728766,1707.933561324793,16.963426527287663
ball,lr03_it400,2024,230,1220473,0.0018346004937939,253035,0.3656529729088861,0.3702589435754571,0.0046059706665709,0.2319508763117795,0.2279986532570574,1703.9052050873304,1713.0515235314392,17.039052050873305
