target,arm,combo,fold,n,target_mean,pred_mean,offset,null,brier,bss_raw,bss_centered,bss_norm
middle,hier_prior_b,rate_multiscale,2024,253035,0.1762918173375224,0.1588713309603163,-0.0174204863772061,0.145213012477356,0.1442154849810584,686.9408459198478,895.9257987427138,6.869408459198478
middle,hier,rate_multiscale,2024,253035,0.1762918173375224,0.1588733117613366,-0.0174185055761858,0.145213012477356,0.1441484149714128,733.1281734198835,942.0656035658114,7.331281734198836
middle,hier_true_b,rate_multiscale,2024,253035,0.1762918173375224,0.1594635844048415,-0.0168282329326809,0.145213012477356,0.1395671844551971,3887.9628800754463,4082.979441474,38.87962880075446
middle,hier_nt,rate_multiscale+no_trackman,2024,253035,0.17629181733752247,0.15888834737179228,-0.017403469965730195,0.14521301247735607,0.14414681159940892,734.2323251598448,942.8092024526436,7.342323251598448
