target,arm,fold,d,n,target_mean,pred_mean,offset,null,brier,bss_raw,bss_centered,bss_norm
middle,split_ball,2024,5.674258664267654,253035,0.17629181733752247,0.15602403185421337,-0.020267785483309098,0.14521301247735607,0.14422355455724084,681.3837845761394,964.2669238964174,6.813837845761395
middle,cat,2024,0.0,253035,0.17629181733752247,0.15632259241905547,-0.019969224918467005,0.14521301247735607,0.14423179431918298,675.7095259118718,950.3198635401833,6.757095259118717
middle,cat_xgb,2024,-15.068896694514592,253035,0.17629181733752247,0.15612526232622906,-0.020166555011293413,0.14521301247735607,0.1442536763180202,660.6406292173572,940.7050215781366,6.606406292173572
middle,xgb,2024,-97.2368111195832,253035,0.17629181733752247,0.15592799051519293,-0.02036382682232954,0.14521301247735607,0.14437299482184665,578.4727147922886,864.0431576714791,5.784727147922886
middle,split_ball_xgb,2024,-121.16899882885787,253035,0.17629181733752247,0.15501052845677032,-0.021281288880752147,0.14521301247735607,0.144407747472571,554.5405270830139,866.4225331784792,5.545405270830139
