target,arm,combo,fold,d,n,target_mean,pred_mean,offset,null,brier,bss_raw,bss_centered,bss_norm
middle,split_ball_id_frequency_rate_multiscale_component_,id_frequency+rate_multiscale+component_shape,2023,0.0,245343,0.1533159698870561,0.15163784972997274,-0.0016781201570833515,0.1298101832646474,0.12911204284585642,537.8163725165308,539.9857610735803,5.378163725165308
