target,arm,combo,fold,d,n,target_mean,pred_mean,offset,null,brier,bss_raw,bss_centered,bss_norm
middle,split_ball_id_frequency_rate_multiscale,id_frequency+rate_multiscale,2024,0.0,253035,0.17629181733752247,0.15634029865539087,-0.019951518682131603,0.14521301247735607,0.14423730107280483,671.9173357163099,946.0409083441701,6.7191733571631
