target,arm,combo,fold,d,n,target_mean,pred_mean,offset,null,brier,bss_raw,bss_centered,bss_norm
middle,split_ball_id_frequency,id_frequency,2023,0.0,245343,0.1533159698870561,0.15125750688008197,-0.002058463006974126,0.1298101832646474,0.12912440363597275,528.2941687837716,531.5583733666251,5.282941687837717
