target,arm,combo,fold,d,n,target_mean,pred_mean,offset,null,brier,bss_raw,bss_centered,bss_norm
middle,split_ball_id_frequency_rate_multiscale_context_ro,id_frequency+rate_multiscale+context_robust,2024,0.0,253035,0.17629181733752247,0.1562610639059963,-0.02003075343152616,0.14521301247735607,0.14425131379519934,662.2675652477761,938.5727504302665,6.622675652477761
