target,arm,combo,fold,d,n,target_mean,pred_mean,offset,null,brier,bss_raw,bss_centered,bss_norm
middle,split_ball_id_frequency_temporal_cyclic,id_frequency+temporal_cyclic,2024,0.0,253035,0.17629181733752247,0.15586461458073966,-0.02042720275678281,0.14521301247735607,0.14425401681570033,660.4061476965018,947.756850879411,6.604061476965017
