k,combo,f23,f24,off24
5,split_ball_no_+interact+id_frequency__+split_ball_id_+split_ball_rat,527.9184329659792,795.3579608008798,-0.015890733831083387
5,split_ball_id_+split_ball_no_+mtend+split_ball_id_+split_ball_rat,526.829014915775,795.1783186474826,-0.016011983550967335
5,bayesian+id_frequency__+split_ball_rat+mtend+split_ball_rat,523.9072806068168,795.100583928754,-0.016065130388451004
5,bayesian+id_frequency__+mtend+split_ball_rat+split_ball_rat,523.2915768028423,794.550105438252,-0.01612412859382842
4,split_ball_id_+split_ball_no_+split_ball_rat+mtend,523.6100817280432,794.461494357046,-0.015963482360044967
3,interact+split_ball_id_+split_ball_rat,524.8042884773985,794.4155196924708,-0.015878242474283266
5,split_ball_id_+bayesian+split_ball_rat+split_ball_id_+split_ball_rat,528.3645937109061,794.3001561642516,-0.01607093295185205
5,split_ball_id_+bayesian+split_ball_id_+split_ball_rat+split_ball_rat,527.8175681692865,793.7433478717448,-0.016129887014998595
4,split_ball_id_+split_ball_no_+mtend+split_ball_rat,522.8147642234004,793.728562613305,-0.016037029045821577
4,split_ball_no_+interact+id_frequency__+split_ball_rat,524.8562047684313,793.6247555696884,-0.01580787557314564
5,split_ball_id_+split_ball_no_+id_frequency__+mtend+split_ball_rat,529.5723510112759,793.5384792626566,-0.015993027329520043
5,split_ball_id_+interact+split_ball_rat+mtend+split_ball_rat,525.9955649295822,793.4871099344765,-0.015921410103993616
3,split_ball_no_+interact+bayesian,520.9467878528384,793.2883205743146,-0.01644766042702528
5,split_ball_id_+interact+mtend+split_ball_rat+split_ball_rat,525.3686930900003,792.9032596380225,-0.01598030578765211
5,split_ball_id_+bayesian+id_frequency__+split_ball_rat+split_ball_rat,531.1927922707627,792.810888058182,-0.016052573097176837
4,split_ball_no_+interact+id_frequency__+split_ball_rat,523.9015841122407,792.7626887701878,-0.01588096414337148
4,split_ball_id_+bayesian+split_ball_rat+split_ball_rat,524.9597395006745,792.4188252807606,-0.01610991474404469
5,split_ball_id_+bayesian+id_frequency__+split_ball_rat+split_ball_rat,530.6195282148041,792.2420110601291,-0.01611150008903997
3,split_ball_id_+mtend+split_ball_rat,528.6148416198122,792.2283247265404,-0.01605222402539791
4,split_ball_no_+split_ball_rat+mtend+split_ball_id_,518.9082938918732,792.1397783026807,-0.016111990405847043
5,split_ball_no_+id_frequency__+mtend+split_ball_id_+split_ball_rat,525.8384076108235,792.0674232125835,-0.016113318516294467
2,split_ball_no_+id_frequency__,526.7773449413094,792.0590401336414,-0.015890904875806827
5,split_ball_no_+interact+bayesian+split_ball_rat+mtend,520.3493312711527,792.0255536821519,-0.0163860513551638
5,interact+split_ball_rat+mtend+split_ball_id_+split_ball_rat,522.1301979151383,792.011464611353,-0.016041703861323447
5,interact+mtend+split_ball_id_+split_ball_rat+split_ball_rat,521.5109538574958,791.437264648498,-0.016100621800467424
4,split_ball_no_+mtend+split_ball_id_+split_ball_rat,518.1244232999483,791.4219377132215,-0.016185571524733627
5,split_ball_no_+interact+bayesian+mtend+split_ball_rat,519.6254088888463,791.3364267756795,-0.01644454365772846
5,bayesian+id_frequency__+split_ball_rat+split_ball_id_+split_ball_rat,527.449747193709,791.2882862675552,-0.016172713009581396
5,bayesian+id_frequency__+split_ball_id_+split_ball_rat+split_ball_rat,526.8840664123364,790.7288214455965,-0.01623166196500006
2,interact+split_ball_rat,517.5094562304472,790.6314001537073,-0.015706389259368903
4,split_ball_no_+id_frequency__+split_ball_rat+mtend,522.1394286323844,790.1195708837961,-0.016088373176260745
4,bayesian+split_ball_rat+split_ball_id_+split_ball_rat,520.2561778756998,790.0328867459061,-0.016258221857955557
3,interact+id_frequency__+split_ball_rat,528.8104686272943,789.9942113441915,-0.015840263938153742
5,interact+id_frequency__+split_ball_rat+mtend+split_ball_rat,524.4981013700411,789.7524371885955,-0.01602038601212119
5,split_ball_id_+split_ball_no_+interact+bayesian+split_ball_rat,527.6476351021576,789.6756354782597,-0.01637342315140003
4,split_ball_no_+id_frequency__+mtend+split_ball_rat,521.3138001201822,789.3830438487793,-0.016161911882678875
5,interact+id_frequency__+mtend+split_ball_rat+split_ball_rat,523.8522274876311,789.1669948721924,-0.016079276970026368
4,interact+split_ball_rat+mtend+split_ball_rat,516.6824842279483,788.9853250196421,-0.01607105305594439
5,split_ball_id_+split_ball_no_+interact+bayesian+split_ball_rat,526.9665478363162,788.9674562861937,-0.016431843794714407
2,interact+split_ball_rat,515.5212324928659,788.9112142105414,-0.01585266669678137
5,split_ball_id_+split_ball_no_+id_frequency__+split_ball_id_+split_ball_rat,532.1080274803492,788.8997253385211,-0.0160971240214349
5,split_ball_id_+interact+split_ball_rat+split_ball_id_+split_ball_rat,528.4291278522369,788.6165565896275,-0.01602471314893264
3,mtend+split_ball_id_+split_ball_rat,521.973385658725,788.4268636578207,-0.016247589384925126
4,bayesian+id_frequency__+split_ball_rat+split_ball_rat,523.5797177273848,788.2285208331896,-0.016235493264999762
5,split_ball_id_+interact+split_ball_id_+split_ball_rat+split_ball_rat,527.8521765958,788.0243167367685,-0.016083560132920033
5,split_ball_no_+interact+bayesian+split_ball_rat+split_ball_id_,523.7383292312381,787.9261176487851,-0.01649262758764436
4,split_ball_id_+split_ball_no_+split_ball_rat+split_ball_id_,525.8218613163557,787.7482210298825,-0.01608992922480046
4,interact+bayesian+mtend+split_ball_rat,519.4241315344627,787.3292488485339,-0.016548735637221534
5,split_ball_no_+interact+bayesian+split_ball_id_+split_ball_rat,523.064864816225,787.2278955563528,-0.01655107066684
3,split_ball_no_+bayesian+mtend,518.3229918183985,787.0697136100557,-0.016815277387558614
4,split_ball_id_+split_ball_no_+split_ball_id_+split_ball_rat,525.1045383519947,787.0040045744208,-0.016163400840881914
5,split_ball_id_+split_ball_no_+bayesian+split_ball_rat+mtend,525.6839331198138,786.3431659586806,-0.01659559545144293
5,split_ball_id_+interact+id_frequency__+split_ball_rat+split_ball_rat,531.3919774739162,786.2979709452933,-0.016003330478661232
5,split_ball_no_+interact+bayesian+id_frequency__+split_ball_rat,526.1390241159347,786.0296405610811,-0.016472750223259003
5,interact+id_frequency__+split_ball_rat+split_ball_id_+split_ball_rat,527.751783967767,785.7162179041311,-0.016127076652284078
5,split_ball_id_+split_ball_no_+bayesian+mtend+split_ball_rat,525.0850349410641,785.7153623793578,-0.01665430403324511
5,split_ball_id_+interact+id_frequency__+split_ball_rat+split_ball_rat,530.7886778789795,785.6942648405529,-0.016062150222929394
4,split_ball_id_+split_ball_no_+id_frequency__+split_ball_rat,529.9935990708216,785.6315427683169,-0.016066207344255012
3,id_frequency__+mtend+split_ball_rat,525.4467924638351,785.5690963715966,-0.016215303865642627
5,split_ball_id_+split_ball_rat+mtend+split_ball_id_+split_ball_rat,526.39027450061,785.3845959485573,-0.016247524446843742
4,split_ball_id_+interact+bayesian+split_ball_rat,529.58715148691,785.3398263652056,-0.016536810293742016
5,split_ball_no_+interact+bayesian+id_frequency__+split_ball_rat,525.4392154696696,785.3202052387264,-0.016531166336515635
3,split_ball_id_+split_ball_no_+bayesian,531.2554405106696,785.139677950708,-0.016802019469124713
5,interact+id_frequency__+split_ball_id_+split_ball_rat+split_ball_rat,527.1561200288155,785.1215186694516,-0.016185918391582843
5,split_ball_id_+mtend+split_ball_id_+split_ball_rat+split_ball_rat,525.8950656313766,784.8726774549841,-0.016306658941513036
4,split_ball_id_+split_ball_no_+id_frequency__+split_ball_rat,529.2350685747072,784.86821768885,-0.016139636036719307
4,split_ball_no_+id_frequency__+split_ball_rat+split_ball_id_,525.6491782756223,784.7078731200163,-0.0162201053208616
4,split_ball_id_+interact+split_ball_rat+split_ball_rat,524.6477353559875,784.1163348847547,-0.016047531374430185
4,split_ball_no_+id_frequency__+split_ball_id_+split_ball_rat,524.9021091566885,783.9583750891333,-0.01629356794704609
5,split_ball_no_+bayesian+split_ball_rat+mtend+split_ball_id_,521.6989787074189,783.7799778323551,-0.016711609692779017
2,split_ball_rat+mtend,513.2911747362967,783.7180188105531,-0.01626826305409368
3,split_ball_id_+split_ball_id_+split_ball_rat,532.1365242152542,783.6287977793232,-0.016222249186901405
5,split_ball_id_+id_frequency__+split_ball_rat+mtend+split_ball_rat,529.1607570720557,783.6243410400012,-0.016228188469365218
4,interact+split_ball_rat+split_ball_id_+split_ball_rat,520.1073152587887,783.199716279015,-0.016201471440464243
5,split_ball_no_+bayesian+mtend+split_ball_id_+split_ball_rat,521.1074945465022,783.1622419998018,-0.016770340531167355
5,split_ball_id_+id_frequency__+mtend+split_ball_rat+split_ball_rat,528.6390637726956,783.1003610833998,-0.016287295813538633
4,interact+bayesian+split_ball_id_+split_ball_rat,524.4496972666713,782.7969159344028,-0.016684455725769043
2,mtend+split_ball_rat,511.81982128090107,782.4943206007351,-0.01641633599853956
5,split_ball_no_+bayesian+id_frequency__+split_ball_rat+mtend,523.9080951950803,782.4394071413665,-0.016693775219178975
5,id_frequency__+split_ball_rat+mtend+split_ball_id_+split_ball_rat,525.4461578933167,782.2216178189012,-0.01634873484072566
5,split_ball_no_+bayesian+id_frequency__+mtend+split_ball_rat,523.2901336379325,781.8098543110219,-0.016752479188513303
5,id_frequency__+mtend+split_ball_id_+split_ball_rat+split_ball_rat,524.9318894294586,781.7067542535083,-0.016407864003895073
5,split_ball_id_+split_ball_no_+bayesian+split_ball_rat+split_ball_id_,528.3750524196273,781.5747940616458,-0.01669930199572392
5,interact+bayesian+split_ball_rat+mtend+split_ball_rat,519.1058825879225,781.4591141540594,-0.01668003630008849
4,split_ball_id_+bayesian+mtend+split_ball_rat,527.3389263171669,781.1516639498972,-0.016814419675728526
5,split_ball_id_+split_ball_no_+interact+split_ball_rat+mtend,526.0655544819692,780.976233734254,-0.0165510161104922
5,split_ball_id_+split_ball_no_+bayesian+split_ball_id_+split_ball_rat,527.8260057891005,780.9391070025873,-0.016757961975137486
4,split_ball_id_+split_ball_rat+mtend+split_ball_rat,522.1250138297772,780.8304489322682,-0.016328835443391698
3,split_ball_no_+bayesian+split_ball_id_,524.4930118125102,780.6000669599244,-0.016994376553257445
3,split_ball_id_+id_frequency__+split_ball_rat,537.2571053993913,780.5961801816696,-0.01618978066201321
5,split_ball_id_+split_ball_no_+interact+mtend+split_ball_rat,525.4365898266,780.3136132853106,-0.01660961751906323
4,interact+bayesian+id_frequency__+split_ball_rat,526.9326692832755,780.2450883894086,-0.016658850919485213
5,split_ball_id_+split_ball_no_+bayesian+id_frequency__+split_ball_rat,531.178317127734,780.1720246388034,-0.016681403081954593
4,interact+id_frequency__+split_ball_rat+split_ball_rat,523.6427842420954,780.1037917853026,-0.016174020838185005
3,split_ball_no_+interact+mtend,519.4060148845381,780.0333956050509,-0.016748653356935844
5,split_ball_id_+split_ball_no_+bayesian+id_frequency__+split_ball_rat,530.6030748798762,779.5243051073486,-0.016740035927250402
5,split_ball_no_+interact+split_ball_rat+mtend+split_ball_id_,522.1844925561214,779.345647709695,-0.016670626317683818
3,id_frequency__+split_ball_id_+split_ball_rat,531.24143599117,779.2772356565503,-0.016394725908102065
5,split_ball_id_+interact+bayesian+split_ball_rat+split_ball_rat,526.4417591912984,778.9495293668458,-0.016666801518359864
5,split_ball_id_+id_frequency__+split_ball_rat+split_ball_id_+split_ball_rat,531.7157354704838,778.9160437328358,-0.016332006313787367
3,split_ball_no_+bayesian+id_frequency__,528.0581363517612,778.7310717475626,-0.0169660786536992
5,split_ball_no_+interact+mtend+split_ball_id_+split_ball_rat,521.5629923463027,778.6926869637667,-0.016729250017835345
4,split_ball_rat+mtend+split_ball_id_+split_ball_rat,517.4655962546404,778.6329217438825,-0.01647777795247249
5,split_ball_no_+bayesian+id_frequency__+split_ball_rat+split_ball_id_,527.4192154962166,778.4955290974116,-0.0168008599965547
5,split_ball_id_+id_frequency__+split_ball_id_+split_ball_rat+split_ball_rat,531.2436554137046,778.3840208645198,-0.016391065060351262
5,split_ball_no_+bayesian+id_frequency__+split_ball_id_+split_ball_rat,526.8513941649178,777.8572326138544,-0.016859514841242845
3,interact+bayesian+split_ball_rat,520.5575372924543,777.8313694389637,-0.01684437150245441
4,bayesian+mtend+split_ball_id_+split_ball_rat,522.0856433308941,777.3406892003121,-0.016957084114587267
5,interact+bayesian+split_ball_rat+split_ball_id_+split_ball_rat,522.5599334068964,777.2784181788172,-0.0167862833866603
5,split_ball_no_+interact+id_frequency__+split_ball_rat+mtend,524.5273418318486,777.18067869742,-0.016649773650981498
3,interact+bayesian+split_ball_rat,519.4260008266505,776.629506385973,-0.01694171541066561
5,split_ball_no_+interact+id_frequency__+mtend+split_ball_rat,523.8792543454829,776.5165060129253,-0.016708370315674875
4,id_frequency__+split_ball_rat+mtend+split_ball_rat,520.6987654222228,776.4073258328508,-0.016453524658413182
5,split_ball_id_+split_ball_no_+interact+split_ball_rat+split_ball_id_,528.4682717364931,775.9843235831565,-0.01665382795417633
4,bayesian+id_frequency__+mtend+split_ball_rat,524.2727025322802,775.6588706813839,-0.016934672288134084
4,split_ball_id_+bayesian+split_ball_id_+split_ball_rat,531.289755389397,775.5729304298243,-0.016945651950850904
5,split_ball_id_+bayesian+split_ball_rat+mtend+split_ball_rat,524.3337525774106,775.4936067855045,-0.016888336134988385
5,split_ball_id_+split_ball_no_+interact+split_ball_id_+split_ball_rat,527.8893444312982,775.3135482984286,-0.01671238079390383
5,interact+bayesian+id_frequency__+split_ball_rat+split_ball_rat,524.9628891917047,775.2522702394571,-0.016765999759419475
3,split_ball_id_+split_ball_no_+interact,531.2553378021612,774.9061825089054,-0.01672293697534638
2,split_ball_id_+split_ball_rat,528.3827647806993,774.7656962144189,-0.01622380249809338
4,split_ball_id_+interact+mtend+split_ball_rat,527.8823760747065,774.6397189618671,-0.01675962783126894
4,split_ball_id_+split_ball_rat+split_ball_id_+split_ball_rat,524.4501788071343,774.0037775124664,-0.016454774176123954
4,split_ball_id_+bayesian+id_frequency__+split_ball_rat,534.3918313766904,773.792359578418,-0.016923141662121638
5,split_ball_id_+split_ball_no_+interact+id_frequency__+split_ball_rat,531.4059251220859,773.7607899301224,-0.01663291076019538
2,split_ball_id_+split_ball_rat,527.1781415596255,773.4365911593932,-0.016371437400319155
5,split_ball_id_+split_ball_no_+interact+id_frequency__+split_ball_rat,530.8006912633334,773.0785817150477,-0.016691436304756002
5,split_ball_no_+interact+id_frequency__+split_ball_rat+split_ball_id_,527.749807730693,773.0149723478074,-0.01675596786200928
5,bayesian+split_ball_rat+mtend+split_ball_id_+split_ball_rat,520.3766318922499,773.0122431830578,-0.01700462853674875
3,split_ball_no_+interact+split_ball_id_,524.7788596335123,772.949628794295,-0.016925282248846374
5,split_ball_id_+split_ball_no_+split_ball_rat+mtend+split_ball_id_,526.4451700454975,772.5742687406889,-0.016875579434768084
5,split_ball_no_+interact+id_frequency__+split_ball_id_+split_ball_rat,527.1520468351221,772.3417852234182,-0.01681451543191048
4,interact+mtend+split_ball_id_+split_ball_rat,522.7883854849736,772.2827946177291,-0.016907907107902354
5,split_ball_id_+split_ball_no_+mtend+split_ball_id_+split_ball_rat,525.9477719528504,771.983112967567,-0.01693441960805739
2,split_ball_rat+split_ball_id_,519.3871390137383,771.7155735244673,-0.01652714480412587
4,split_ball_id_+id_frequency__+split_ball_rat+split_ball_rat,528.6194006897338,771.6807250643166,-0.01643041505542661
5,bayesian+id_frequency__+split_ball_rat+mtend+split_ball_rat,522.588400912094,771.5393688769723,-0.01698638709431169
4,bayesian+id_frequency__+split_ball_id_+split_ball_rat,529.486379279076,771.3627488141639,-0.017071181420736714
3,bayesian+split_ball_rat+mtend,517.3052266003508,771.0358717466503,-0.01720940469901075
5,split_ball_id_+split_ball_no_+id_frequency__+split_ball_rat+mtend,529.1907557808173,770.902847185706,-0.01685670546927065
4,id_frequency__+split_ball_rat+split_ball_id_+split_ball_rat,524.3149086000765,770.8730650457962,-0.016584745195352302
3,split_ball_id_+split_ball_no_+mtend,528.6768646164286,770.6858342942602,-0.01709821255650734
5,split_ball_id_+bayesian+split_ball_rat+split_ball_id_+split_ball_rat,527.0930807766083,770.6491952164663,-0.016991715992162454
4,split_ball_no_+interact+bayesian+mtend,519.4311617663816,770.595358185766,-0.01733134807933631
2,split_ball_id_+split_ball_rat,518.2283913464757,770.4437433071475,-0.016674915356929387
5,split_ball_id_+split_ball_no_+id_frequency__+mtend+split_ball_rat,528.6669154780932,770.2996655139071,-0.01691551843138453
3,bayesian+mtend+split_ball_rat,516.4000022637726,770.0534355033594,-0.017307546222341347
5,split_ball_id_+interact+split_ball_rat+mtend+split_ball_rat,524.5172114884289,769.7981042692925,-0.016842565901813294
5,split_ball_no_+id_frequency__+split_ball_rat+mtend+split_ball_id_,525.4600359609562,769.3449634378013,-0.016976568167741485
4,interact+id_frequency__+mtend+split_ball_rat,525.1820231771176,769.3133639601002,-0.016880778902563925
5,split_ball_id_+bayesian+id_frequency__+split_ball_rat+split_ball_rat,529.8966660970627,769.1136322668713,-0.016973409475024265
3,split_ball_no_+interact+id_frequency__,528.7156267982484,768.8006049092033,-0.016888601647063045
5,split_ball_no_+id_frequency__+mtend+split_ball_id_+split_ball_rat,524.9434584995938,768.75090990699,-0.01703540298315126
5,split_ball_id_+interact+bayesian+mtend+split_ball_rat,526.0869443354687,768.7341125634406,-0.01722595085068304
4,split_ball_id_+interact+split_ball_id_+split_ball_rat,531.3896487669334,768.7142266189495,-0.016889465198973858
3,split_ball_id_+bayesian+split_ball_rat,530.2190370768178,768.7035579387325,-0.017194660199834094
4,split_ball_id_+split_ball_no_+interact+bayesian,529.5703723709355,768.6298787351053,-0.01731970264147145
5,interact+split_ball_rat+mtend+split_ball_id_+split_ball_rat,520.6635264659365,768.245329309969,-0.01696245372105884
3,split_ball_id_+bayesian+split_ball_rat,529.4315600950728,767.6692836524945,-0.017292603450879906
5,bayesian+id_frequency__+split_ball_rat+split_ball_id_+split_ball_rat,526.1641519311299,767.5147349322731,-0.017093143410633727
2,id_frequency__+split_ball_rat,526.7008472542911,767.0638915812211,-0.016478099235734178
3,split_ball_no_+mtend+split_ball_id_,521.9915100443507,766.4800859966236,-0.0172916955843134
5,interact+bayesian+mtend+split_ball_id_+split_ball_rat,521.856971337975,766.1578866143936,-0.017341822803987633
5,split_ball_id_+split_ball_no_+id_frequency__+split_ball_rat+split_ball_id_,531.7145660200251,766.0721848641972,-0.016960031591499614
5,interact+id_frequency__+split_ball_rat+mtend+split_ball_rat,523.008994901053,765.9529723546665,-0.016941195010463844
4,split_ball_no_+interact+bayesian+split_ball_id_,524.4085318811486,765.8555473721518,-0.017466287368039568
2,id_frequency__+split_ball_rat,525.3761230209263,765.7165997835502,-0.01662569978576592
4,split_ball_id_+interact+id_frequency__+split_ball_rat,534.6995216857997,765.6532202304445,-0.01686223830374642
5,split_ball_id_+split_ball_no_+id_frequency__+split_ball_id_+split_ball_rat,531.2404578888375,765.4611940173472,-0.017018796087845844
5,split_ball_id_+interact+split_ball_rat+split_ball_id_+split_ball_rat,526.9888399210831,764.7312549779128,-0.016945051546325807
4,interact+id_frequency__+split_ball_id_+split_ball_rat,529.9516031977424,764.6737528826719,-0.017015901253138926
5,split_ball_id_+interact+bayesian+split_ball_id_+split_ball_rat,529.5820486304282,764.4621843567068,-0.017331824987735805
4,split_ball_id_+mtend+split_ball_id_+split_ball_rat,529.0504734874246,764.3982603300902,-0.017166410790476483
3,bayesian+split_ball_rat+split_ball_id_,523.5135754126818,764.3620104288318,-0.017387725543776378
5,interact+bayesian+id_frequency__+mtend+split_ball_rat,523.5407339846176,764.2102947789997,-0.017321741169060267
4,split_ball_id_+split_ball_no_+bayesian+mtend,527.3470471728103,764.1679207770812,-0.017595663540783735
3,split_ball_no_+id_frequency__+mtend,525.3968996370539,763.86582096305,-0.017260691948273732
4,split_ball_no_+interact+bayesian+id_frequency__,526.8534629287336,763.44630145736,-0.017441406296144712
3,bayesian+split_ball_id_+split_ball_rat,522.7468847655126,763.3555680198856,-0.01748573038969875
3,interact+split_ball_rat+mtend,517.9225186793923,763.1704585485788,-0.017139771710929147
5,split_ball_id_+interact+bayesian+id_frequency__+split_ball_rat,531.8476945400774,762.4549952498505,-0.017311681850143895
5,split_ball_id_+interact+id_frequency__+split_ball_rat+split_ball_rat,529.926785810575,762.3798074399724,-0.01692372771772563
4,split_ball_id_+id_frequency__+mtend+split_ball_rat,532.0635072055269,762.199768922911,-0.01714237757764947
3,bayesian+id_frequency__+split_ball_rat,527.1593950852749,762.1556453710543,-0.017358372349450257
3,interact+mtend+split_ball_rat,516.9330376811554,762.0934887775599,-0.017237617033238672
3,split_ball_id_+split_ball_no_+split_ball_id_,532.1130183634559,761.7606004659217,-0.017266880502575438
5,interact+id_frequency__+split_ball_rat+split_ball_id_+split_ball_rat,526.2968063127315,761.7076313837456,-0.017047061217019127
5,split_ball_id_+split_ball_rat+mtend+split_ball_id_+split_ball_rat,524.8219487925976,761.2040509346052,-0.017166169882763094
3,bayesian+id_frequency__+split_ball_rat,526.3199358547465,761.1164152290572,-0.01745630297065301
5,interact+bayesian+id_frequency__+split_ball_id_+split_ball_rat,527.8378486601509,760.7550586048784,-0.017430993161823283
5,split_ball_id_+bayesian+mtend+split_ball_id_+split_ball_rat,527.5935550828392,760.3644353110894,-0.017550586945385777
4,split_ball_no_+bayesian+mtend+split_ball_id_,522.0690000429795,760.1426546250844,-0.017737277965103326
4,id_frequency__+mtend+split_ball_id_+split_ball_rat,527.2017762463332,759.9554973266697,-0.01729105123112601
5,split_ball_id_+id_frequency__+split_ball_rat+mtend+split_ball_rat,527.5682301815632,759.4021353398706,-0.01714688851787266
3,split_ball_id_+split_ball_no_+id_frequency__,537.1649278001045,758.9760909825882,-0.017235695180772087
5,split_ball_id_+bayesian+id_frequency__+mtend+split_ball_rat,529.6707865449557,758.9065629698632,-0.017532484104407053
4,split_ball_no_+bayesian+id_frequency__+mtend,524.2186056443887,758.5913826288038,-0.017715583035915722
4,split_ball_id_+split_ball_no_+bayesian+split_ball_id_,531.2497873182442,758.3955559852584,-0.017726124263392096
4,interact+bayesian+split_ball_rat+mtend,518.1273636048033,758.0514239358238,-0.017625224178839077
5,id_frequency__+split_ball_rat+mtend+split_ball_id_+split_ball_rat,523.8639970750359,757.9212611872332,-0.017267028407149193
4,split_ball_id_+split_ball_no_+interact+mtend,527.934105564798,757.7918533872463,-0.017542025613067364
3,split_ball_id_+interact+split_ball_rat,529.757991482438,757.6642662899591,-0.01711257331256061
3,split_ball_no_+id_frequency__+split_ball_id_,531.1043030454598,757.2108720063642,-0.017438732420114733
4,interact+bayesian+mtend+split_ball_rat,517.4293667599694,757.2004943238842,-0.017698449331890298
4,split_ball_id_+split_ball_no_+bayesian+id_frequency__,534.3141420032227,756.7474140550589,-0.017704331448009092
3,split_ball_id_+interact+split_ball_rat,528.886891271152,756.5360969528645,-0.017210220342958438
4,split_ball_id_+id_frequency__+split_ball_id_+split_ball_rat,535.756959049627,756.5216767866257,-0.01727301513692453
5,bayesian+id_frequency__+mtend+split_ball_id_+split_ball_rat,525.5882822124081,756.4044760671961,-0.017648610292157446
3,interact+split_ball_rat+split_ball_id_,523.3361401254077,755.8889836297489,-0.017315624202141472
4,split_ball_id_+interact+bayesian+split_ball_rat,528.2522651897436,755.8638819180619,-0.01761274368854107
5,split_ball_id_+interact+mtend+split_ball_id_+split_ball_rat,528.0304304655425,755.5763088526124,-0.017508766777207252
4,split_ball_no_+interact+mtend+split_ball_id_,522.8156084563618,755.2010605182735,-0.01768924284805376
4,split_ball_id_+interact+bayesian+split_ball_rat,527.6205557563918,754.9826724138509,-0.017685856280063528
5,split_ball_id_+split_ball_no_+interact+bayesian+mtend,526.1028424502379,754.8414024686201,-0.0178501266347052
5,split_ball_id_+bayesian+id_frequency__+split_ball_id_+split_ball_rat,533.2849715378285,754.7886884526566,-0.017638866451597346
3,interact+split_ball_id_+split_ball_rat,522.4860630802741,754.7867494364202,-0.01741333298560488
5,split_ball_id_+id_frequency__+split_ball_rat+split_ball_id_+split_ball_rat,530.1605197810421,754.4969850788452,-0.01724988916446174
4,split_ball_no_+bayesian+id_frequency__+split_ball_id_,529.3834787510998,754.0859580613458,-0.017851310259419384
5,split_ball_id_+interact+id_frequency__+mtend+split_ball_rat,530.2392798832267,753.3045873290289,-0.01748764949668205
4,interact+bayesian+split_ball_rat+split_ball_id_,523.1224242125077,753.1970727163717,-0.017759725915167224
3,split_ball_id_+split_ball_rat+mtend,526.5540422230152,752.8849281402405,-0.01748528424194154
4,split_ball_no_+interact+id_frequency__+mtend,525.171287325743,752.3787169777974,-0.017662840529600765
4,interact+bayesian+split_ball_id_+split_ball_rat,522.5026161204682,752.3313710226964,-0.017832873604846616
5,split_ball_no_+interact+bayesian+mtend+split_ball_id_,521.857125507219,752.1230464813899,-0.01796532381175628
3,split_ball_id_+mtend+split_ball_rat,525.9071624341138,751.9721875563267,-0.017583726895341018
5,interact+id_frequency__+mtend+split_ball_id_+split_ball_rat,526.2573586191311,751.7214242089066,-0.01760736597032872
4,split_ball_id_+split_ball_no_+interact+split_ball_id_,531.3935475212195,751.6768014655283,-0.017671094230807954
3,interact+id_frequency__+split_ball_rat,527.3539501074454,751.4226205853514,-0.017277893323394022
4,split_ball_id_+bayesian+split_ball_rat+mtend,525.6810096124887,751.0872485943287,-0.017887258981180626
4,interact+bayesian+id_frequency__+split_ball_rat,525.6146583644927,750.6053358356857,-0.01773425301351536
5,split_ball_id_+split_ball_no_+interact+bayesian+split_ball_id_,529.5673073462126,750.4436496665545,-0.017955505274672406
4,split_ball_id_+bayesian+mtend+split_ball_rat,525.1747685319441,750.327443969534,-0.017960819269605605
3,interact+id_frequency__+split_ball_rat,526.430571807257,750.2904000650678,-0.017375527139017355
5,split_ball_no_+interact+bayesian+id_frequency__+mtend,523.5169661550021,750.2649974944763,-0.01794570399543774
4,interact+bayesian+id_frequency__+split_ball_rat,524.9539685497906,749.7226002699753,-0.01780735899751862
5,split_ball_id_+interact+id_frequency__+split_ball_id_+split_ball_rat,533.57130607673,748.9680224916806,-0.01759314264195036
3,split_ball_rat+mtend+split_ball_id_,519.9258863684886,748.8756340901848,-0.0176794772528423
4,split_ball_id_+split_ball_no_+interact+id_frequency__,534.6651868667451,748.7647830020317,-0.01764459382962466
5,split_ball_id_+split_ball_no_+interact+bayesian+id_frequency__,531.8088939142318,748.5269561674723,-0.017935824270124273
3,mtend+split_ball_id_+split_ball_rat,519.2990668097531,747.9893838426399,-0.01777798080829396
4,split_ball_no_+interact+id_frequency__+split_ball_id_,529.8923161208502,747.5338150365052,-0.017797183776870645
4,bayesian+split_ball_rat+mtend+split_ball_id_,520.4360463815783,747.1759408184231,-0.018029272718937894
4,split_ball_id_+split_ball_no_+mtend+split_ball_id_,529.0788173262007,747.0884822477153,-0.017946391445559956
5,split_ball_no_+interact+bayesian+id_frequency__+split_ball_id_,527.7830753691482,746.6759188315852,-0.018054455165426836
4,bayesian+mtend+split_ball_id_+split_ball_rat,519.9413039267631,746.4318818641402,-0.01810286773964198
5,split_ball_id_+split_ball_no_+bayesian+mtend+split_ball_id_,527.5944790507525,746.1789238181304,-0.01817321836358532
3,id_frequency__+split_ball_rat+mtend,523.4147322790039,745.9346491499707,-0.017647419574383844
4,bayesian+id_frequency__+split_ball_rat+mtend,522.6339475925989,745.4382044523977,-0.01800698439701867
5,split_ball_id_+id_frequency__+mtend+split_ball_id_+split_ball_rat,531.3368776448168,745.3414504417166,-0.017813521362075674
4,split_ball_id_+bayesian+split_ball_rat+split_ball_id_,529.6087551283191,745.2081859952831,-0.018017285759324847
4,split_ball_id_+split_ball_no_+id_frequency__+mtend,532.0542028565578,745.0269303783008,-0.01792307785165892
3,id_frequency__+mtend+split_ball_rat,522.7140274541298,745.0156659253304,-0.017745848523288393
