k,combo,f23,f24,off24,m
4,split_ball_fw050+d+split_ball_drop_20+split_ball_drop_20+split_ball_rate_mu,574.0647933602294,950.2545143451835,-0.0061211908738414145,574.0647933602294
4,split_ball_fw050+d+split_ball_drop_20+split_ball_drop_20+split_ball_rate_mu,567.4026749856731,918.5611798291804,-0.009225762312845831,567.4026749856731
4,split_ball_fw050+d+split_ball_drop_20+split_ball_drop_20+split_ball_drop_20,557.0010080433563,961.4222315985521,-0.002803137389491006,557.0010080433563
4,split_ball_fw050+d+split_ball_drop_20+split_ball_drop_20+split_ball_drop_20,549.539051126835,947.6361806593613,-0.005964802072615016,549.539051126835
4,split_ball_fw050+d+split_ball_drop_20+split_ball_drop_20+split_ball_rate_mu,575.5599524420618,949.6732543240682,-0.0059487646689961315,575.5599524420618
4,split_ball_fw050+d+split_ball_drop_20+split_ball_drop_20+split_ball_drop_20,538.9730147806526,953.9261764203943,-0.00457434002588708,538.9730147806526
4,split_ball_fw050+d+split_ball_drop_20+split_ball_drop_20+split_ball_rate_mu,564.592052032864,955.9915725494417,-0.00455711671470313,564.592052032864
4,split_ball_fw050+d+split_ball_drop_20+split_ball_drop_20+split_ball_rate_mu,558.9343189318919,932.853373497855,-0.00769056746662844,558.9343189318919
4,split_ball_fw050+d+split_ball_drop_20+split_ball_drop_20+split_ball_drop_20,540.8571177632382,935.3172299130463,-0.007102594886024882,540.8571177632382
4,split_ball_fw050+d+split_ball_drop_20+split_ball_drop_20+split_ball_rate_mu,570.6606865959695,937.4485944471322,-0.007088374213213899,570.6606865959695
4,split_ball_fw050+d+split_ball_drop_20+split_ball_drop_20+split_ball_rate_mu,563.7733251163901,901.1784433195946,-0.010176167063019215,563.7733251163901
4,split_ball_fw050+d+split_ball_drop_20+split_ball_drop_20+split_ball_rate_mu,553.2240706711877,917.4350673727516,-0.008818113408149558,553.2240706711877
4,split_ball_drop_20+split_ball_drop_20+split_ball_drop_20+split_ball_drop_20,569.0517594511335,967.5297986013298,-0.004093222112007633,569.0517594511335
4,split_ball_drop_20+split_ball_drop_20+split_ball_drop_20+split_ball_drop_20,571.5376177673037,972.2209941978144,-0.0026974736684989564,571.5376177673037
4,split_ball_drop_20+split_ball_drop_20+split_ball_drop_20+split_ball_drop_20,564.2621537975567,957.3912190259049,-0.0058564764457295915,564.2621537975567
4,split_ball_drop_20+split_ball_drop_20+split_ball_drop_20+split_ball_rate_mu,590.5540917636731,959.6055970830353,-0.005841172380459919,590.5540917636731
4,split_ball_drop_20+split_ball_drop_20+split_ball_drop_20+split_ball_drop_20,563.8191002715675,959.512748170932,-0.005246802586882898,563.8191002715675
4,split_ball_drop_20+split_ball_drop_20+split_ball_drop_20+split_ball_drop_20,555.7293597659552,931.2498446131024,-0.008360060263508606,555.7293597659552
4,split_ball_drop_20+split_ball_drop_20+split_ball_drop_20+split_ball_rate_mu,585.4930314687646,933.5115858988719,-0.008347716098772745,585.4930314687646
4,split_ball_drop_20+split_ball_drop_20+split_ball_drop_20+split_ball_drop_20,558.1068110328547,946.0186609478338,-0.00699791878968653,558.1068110328547
4,split_ball_drop_20+split_ball_drop_20+split_ball_drop_20+split_ball_rate_mu,588.0483992300567,948.3275179759997,-0.006984435753253804,588.0483992300567
4,split_ball_drop_20+split_ball_drop_20+split_ball_drop_20+split_ball_rate_mu,581.3234978686022,911.0645757674286,-0.010069556756337139,581.3234978686022
4,split_ball_drop_20+split_ball_drop_20+split_ball_drop_20+split_ball_drop_20,570.272919812631,965.4392448322225,-0.0036852539382428717,570.272919812631
4,split_ball_drop_20+split_ball_drop_20+split_ball_drop_20+split_ball_drop_20,562.8641861311179,945.714296096789,-0.006827341066850123,562.8641861311179
4,split_ball_drop_20+split_ball_drop_20+split_ball_drop_20+split_ball_rate_mu,589.0188545744745,947.8893894658391,-0.006812981743094637,589.0188545744745
4,split_ball_drop_20+split_ball_drop_20+split_ball_drop_20+split_ball_drop_20,560.0354628438553,955.7371103099399,-0.005449135913120962,560.0354628438553
4,split_ball_drop_20+split_ball_drop_20+split_ball_drop_20+split_ball_rate_mu,586.0531849262163,957.9518024010025,-0.005433612906076329,586.0531849262163
4,split_ball_drop_20+split_ball_drop_20+split_ball_drop_20+split_ball_rate_mu,580.219271983784,929.0124184764603,-0.008547514162082603,580.219271983784
4,split_ball_drop_20+split_ball_drop_20+split_ball_drop_20+split_ball_drop_20,555.6409668065365,932.3236174925254,-0.007961037496717116,555.6409668065365
4,split_ball_drop_20+split_ball_drop_20+split_ball_drop_20+split_ball_rate_mu,585.3804248274197,934.5825071148895,-0.007948480391982038,585.3804248274197
4,split_ball_drop_20+split_ball_drop_20+split_ball_drop_20+split_ball_rate_mu,578.4838500277112,892.8167899353246,-0.011016858564419862,578.4838500277112
4,split_ball_drop_20+split_ball_drop_20+split_ball_drop_20+split_ball_rate_mu,575.7582744933986,912.5470785141365,-0.009670973062814087,575.7582744933986
4,split_ball_drop_20+split_ball_drop_20+split_ball_drop_20+split_ball_drop_20,560.3453622720855,969.2889182182473,-0.0007799867846350894,560.3453622720855
4,split_ball_drop_20+split_ball_drop_20+split_ball_drop_20+split_ball_drop_20,553.516414787536,964.7507817369672,-0.003972738351649685,553.516414787536
4,split_ball_drop_20+split_ball_drop_20+split_ball_drop_20+split_ball_rate_mu,579.4520694800465,966.6654670904662,-0.003954264683710462,579.4520694800465
4,split_ball_drop_20+split_ball_drop_20+split_ball_drop_20+split_ball_drop_20,546.8007269228469,968.5599665803957,-0.002574035965916932,546.8007269228469
4,split_ball_drop_20+split_ball_drop_20+split_ball_drop_20+split_ball_rate_mu,572.3302038669664,970.4934584522484,-0.0025543610968162267,572.3302038669664
4,split_ball_drop_20+split_ball_drop_20+split_ball_drop_20+split_ball_rate_mu,567.2838537736591,956.2832668202237,-0.0057187934192204914,567.2838537736591
4,split_ball_drop_20+split_ball_drop_20+split_ball_drop_20+split_ball_drop_20,546.0074398269344,956.6542050028271,-0.005126345403911825,546.0074398269344
4,split_ball_drop_20+split_ball_drop_20+split_ball_drop_20+split_ball_rate_mu,575.6798339330071,958.6886594005196,-0.005109726323565211,575.6798339330071
4,split_ball_drop_20+split_ball_drop_20+split_ball_drop_20+split_ball_rate_mu,569.4185494604098,930.9661026997595,-0.00822830698827029,569.4185494604098
4,split_ball_drop_20+split_ball_drop_20+split_ball_drop_20+split_ball_rate_mu,562.715117421575,944.9421272782698,-0.006862089780194841,562.715117421575
4,split_ball_drop_20+split_ball_drop_20+split_ball_drop_20+split_ball_drop_20,545.0810225186675,961.3418647123284,-0.003560253782132372,545.0810225186675
4,split_ball_drop_20+split_ball_drop_20+split_ball_drop_20+split_ball_rate_mu,570.6605208120275,963.2551991746841,-0.0035415564126225485,570.6605208120275
4,split_ball_drop_20+split_ball_drop_20+split_ball_drop_20+split_ball_rate_mu,565.3427023455171,944.1498602978937,-0.006689047751238464,565.3427023455171
4,split_ball_drop_20+split_ball_drop_20+split_ball_drop_20+split_ball_rate_mu,552.6375414406482,953.3337993632429,-0.00530672204814997,552.6375414406482
4,split_ball_drop_20+split_ball_drop_20+split_ball_drop_20+split_ball_rate_mu,559.5613384913323,930.7894000317395,-0.0078245842583953,559.5613384913323
