target,arm,combo,fold,d,n,target_mean,pred_mean,offset,null,brier,bss_raw,bss_centered,bss_norm
middle,split_ball_id_frequency_rate_multiscale_context_ro,id_frequency+rate_multiscale+context_robust,2023,0.0,245343,0.1533159698870561,0.15147952214217414,-0.0018364477448819527,0.1298101832646474,0.1291191088818627,532.3730121971959,534.9710674767305,5.323730121971959
