target,arm,combo,fold,d,n,target_mean,pred_mean,offset,null,brier,bss_raw,bss_centered,bss_norm
middle,split_ball_rate_multiscale,rate_multiscale,2023,0.0,245343,0.1533159698870561,0.1599059961774045,0.006590026290348411,0.1298101832646474,0.12920415688587186,466.8558070979878,500.31115352404674,4.668558070979878
