target,arm,combo,fold,n,target_mean,pred_mean,offset,null,brier,bss_raw,bss_centered,bss_norm
middle,hier_prior_b,rate_multiscale,2023,245343,0.1533159698870561,0.1554452604981217,0.0021292906110656,0.1298101832646474,0.1292857461539615,404.0030585402144,407.4957571809424,4.040030585402143
middle,hier,rate_multiscale,2023,245343,0.1533159698870561,0.1557047499896771,0.002388780102621,0.1298101832646474,0.1292028743167272,467.8438414050135,472.2396986753141,4.678438414050135
middle,hier_true_b,rate_multiscale,2023,245343,0.1533159698870561,0.1550160125542389,0.0017000426671828,0.1298101832646474,0.1255326625433832,3295.211988525948,3297.438427929644,32.95211988525948
middle,hier_nt,rate_multiscale+no_trackman,2023,245343,0.1533159698870561,0.15649839896149784,0.003182429074441745,0.1298101832646474,0.12920394886417993,467.0160577706972,474.81810731652143,4.670160577706972
