target,arm,combo,fold,d,n,target_mean,pred_mean,offset,null,brier,bss_raw,bss_centered,bss_norm
middle,split_ball_id_frequency_rate_multiscale_component_,id_frequency+rate_multiscale+component_shape,2024,0.0,253035,0.17629181733752247,0.15644321101644085,-0.019848606321081624,0.14521301247735607,0.1442353325053715,673.2729769221235,944.5759174563028,6.732729769221235
