target,arm,combo,fold,d,n,target_mean,pred_mean,offset,null,brier,bss_raw,bss_centered,bss_norm
middle,split_ball_id_frequency_rate_multiscale_count_mult,id_frequency+rate_multiscale+count_multiscale,2023,0.0,245343,0.1533159698870561,0.15149651803074562,-0.0018194518563104667,0.1298101832646474,0.12912050461741065,531.2977995190815,533.847988552183,5.312977995190815
