target,combo,n_atoms,n_features,src,n,target_mean,pred_mean,offset,null,brier,bss_raw,bss_centered,bss_norm,d_centered,verdict
middle,id_frequency+no_trackman+temporal_cyclic,3,186,fit 29s,245343,0.1533159698870561,0.15129351021681556,-0.002022459670240534,0.1298101832646474,0.12916662649409044,495.76755411009367,498.91857278592244,4.957675541100937,11.492160193804523,채택 후보
middle,baseline,0,272,fit 50s,245343,0.1533159698870561,0.1535880471138687,0.00027207722681260593,0.1298101832646474,0.12917752817119857,487.36938623608063,487.4264125921179,4.873693862360806,0.0,잡음 이내 (sd 2.69)
