trial,fold,combo,hp,n,target_mean,pred_mean,offset,null,brier,bss_raw,bss_centered,bss_norm
0,2023,rate_multiscale+no_trackman,"{""bootstrap_type"": ""Bayesian"", ""iterations"": 900, ""learning_rate"": 0.015, ""depth"": 8, ""l2_leaf_reg"": 124.88667305653847, ""random_strength"": 0.0004375824606607161, ""border_count"": 254, ""one_hot_max_size"": 8, ""leaf_estimation_iterations"": 1, ""bagging_temperature"": 1.0}",245343,0.1533159698870561,0.1617036764428226,0.008387706555766511,0.1298101832646474,0.12923021519642866,446.7816419582049,500.9789472051995,4.467816419582049
1,2023,rate_multiscale+no_trackman,"{""bootstrap_type"": ""Bayesian"", ""iterations"": 4487, ""learning_rate"": 0.00782040319147069, ""depth"": 9, ""l2_leaf_reg"": 124.88667305653847, ""random_strength"": 0.0004375824606607161, ""border_count"": 254, ""one_hot_max_size"": 8, ""leaf_estimation_iterations"": 1, ""bagging_temperature"": 2.73584451050968}",245343,0.1533159698870561,0.16890206650395065,0.015586096616894557,0.1298101832646474,0.129493935262984,243.62341513582965,430.7631307126414,2.4362341513582964
2,2023,rate_multiscale+no_trackman,"{""bootstrap_type"": ""Bayesian"", ""iterations"": 1600, ""learning_rate"": 0.012, ""depth"": 10, ""l2_leaf_reg"": 25.0, ""random_strength"": 1.0, ""border_count"": 128, ""one_hot_max_size"": 32, ""leaf_estimation_iterations"": 1, ""bagging_temperature"": 1.0}",245343,0.1533159698870561,0.15421466177603296,0.0008986918889768714,0.1298101832646474,0.12923249504277837,445.02534958393846,445.6475250488756,4.450253495839385
