target,scheme,arm,combo,fold,w2022,keep_bagging,inner_es,n,target_mean,pred_mean,offset,null,brier,bss_raw,bss_centered,bss_norm
reverse,drop_2019+drop_2020+fw020,single,count_multiscale+drop_ids+trackman_quality,2023,0.598540074101348,True,False,245343,0.2558214418181892,0.2515823169349145,-0.004239124883274714,0.19037683172425204,0.189899652870862,250.64964526839705,260.088913488854,2.5064964526839706
reverse,drop_2019+drop_2020+drop_2022+fw020,single,count_multiscale+drop_ids+trackman_quality,2023,0.0,True,False,245343,0.2558214418181892,0.25867208624291077,0.002850644424721549,0.19037683172425204,0.18961326820641097,401.0800636429557,405.34853137753623,4.010800636429557
reverse,half_2022+fw020,single,count_multiscale+drop_ids+trackman_quality,2023,0.2641570056731599,True,False,245343,0.2558214418181892,0.25256888096502533,-0.0032525608531638883,0.19037683172425204,0.18973087119769536,339.3062699416638,344.8632234888782,3.393062699416638
reverse,fw050+drop_2022,single,count_multiscale+drop_ids+trackman_quality,2023,0.0,True,False,245343,0.2558214418181892,0.2560234769508323,0.0002020351326430525,0.19037683172425204,0.18987698881880008,262.55448256222724,262.5759232987246,2.6255448256222724
reverse,drop_2019+drop_2020+fw020,single,count_multiscale+drop_ids+trackman_quality,2024,0.3128944085277452,True,False,253035,0.2480012646471832,0.26128861946566945,0.013287354818486252,0.186496637380581,0.18463620956643456,997.5664120688066,1092.2350348129828,9.975664120688066
reverse,drop_2019+drop_2020+drop_2022+fw020,single,count_multiscale+drop_ids+trackman_quality,2024,0.0,True,False,253035,0.2480012646471832,0.26237697776385777,0.014375713116674571,0.186496637380581,0.18476519723027607,928.4028787991505,1039.2151328513344,9.284028787991506
reverse,half_2022+fw020,single,count_multiscale+drop_ids+trackman_quality,2024,0.14628231567590796,True,False,253035,0.2480012646471832,0.26043426074983167,0.012432996102648475,0.186496637380581,0.1846173766945024,1007.6646487966578,1090.5505357807765,10.076646487966578
reverse,fw050+drop_2022,single,count_multiscale+drop_ids+trackman_quality,2024,0.0,True,False,253035,0.2480012646471832,0.2604635197875211,0.012462255140337886,0.186496637380581,0.18462034670568347,1006.0721207903689,1089.3485837680682,10.06072120790369
