target,arm,combo,fold,d,n,target_mean,pred_mean,offset,null,brier,bss_raw,bss_centered,bss_norm
middle,split_ball_rate_multiscale,rate_multiscale,2024,0.0,253035,0.17629181733752247,0.1646592839652717,-0.011632533372250758,0.14521301247735607,0.14397226206717248,854.434729378728,947.6191006330348,8.544347293787279
