target,combo,n_atoms,n_features,src,n,target_mean,pred_mean,offset,null,brier,bss_raw,bss_centered,bss_norm,d_centered,verdict
reverse,component_compact,1,268,fit 46s,245343,0.2558214418181892,0.24964266742054628,-0.006178774397642944,0.19037683172425204,0.19007103051888347,160.62942249795987,180.68294093885885,1.6062942249795986,5.476401592507955,채택 후보
reverse,drop_ids,1,268,fit 35s,245343,0.2558214418181892,0.24961387188406503,-0.006207569934124191,0.19037683172425204,0.1900776047366619,157.17615682540043,177.4170254952079,1.5717615682540043,2.210486148857001,채택 후보
reverse,id_frequency,1,276,fit 35s,245343,0.2558214418181892,0.24964300390209987,-0.006178437916089352,0.19037683172425204,0.1900782002408097,156.86335397937512,176.91468834459823,1.5686335397937512,1.7081489982473386,잡음 이내 (sd 1.93)
reverse,no_trackman,1,174,fit 44s,245343,0.2558214418181892,0.2496068225417137,-0.006214619276475514,0.19037683172425204,0.1900787533384959,156.57282614509603,176.85969214749076,1.5657282614509604,1.6531528011398677,잡음 이내 (sd 1.93)
reverse,trackman_compact,1,227,fit 46s,245343,0.2558214418181892,0.2496068225417137,-0.006214619276475514,0.19037683172425204,0.1900787533384959,156.57282614509603,176.85969214749076,1.5657282614509604,1.6531528011398677,잡음 이내 (sd 1.93)
reverse,ordinal_numeric,1,272,fit 44s,245343,0.2558214418181892,0.24961062140368376,-0.0062108204145054635,0.19037683172425204,0.19008185335589203,154.94446760584424,175.2065393463509,1.5494446760584424,0.0,잡음 이내 (sd 1.93)
reverse,recent_shape,1,284,fit 48s,245343,0.2558214418181892,0.24961062140368376,-0.0062108204145054635,0.19037683172425204,0.19008185335589203,154.94446760584424,175.2065393463509,1.5494446760584424,0.0,잡음 이내 (sd 1.93)
reverse,rate_geometry,1,290,fit 48s,245343,0.2558214418181892,0.24961062140368376,-0.0062108204145054635,0.19037683172425204,0.19008185335589203,154.94446760584424,175.2065393463509,1.5494446760584424,0.0,잡음 이내 (sd 1.93)
reverse,pitcher_reactivity,1,281,fit 47s,245343,0.2558214418181892,0.24961062140368376,-0.0062108204145054635,0.19037683172425204,0.19008185335589203,154.94446760584424,175.2065393463509,1.5494446760584424,0.0,잡음 이내 (sd 1.93)
reverse,baseline,0,272,fit 46s,245343,0.2558214418181892,0.24961062140368376,-0.0062108204145054635,0.19037683172425204,0.19008185335589203,154.94446760584424,175.2065393463509,1.5494446760584424,0.0,잡음 이내 (sd 1.93)
reverse,count_multiscale,1,290,fit 47s,245343,0.2558214418181892,0.24961062140368376,-0.0062108204145054635,0.19037683172425204,0.19008185335589203,154.94446760584424,175.2065393463509,1.5494446760584424,0.0,잡음 이내 (sd 1.93)
reverse,context_robust,1,282,fit 45s,245343,0.2558214418181892,0.24961062140368376,-0.0062108204145054635,0.19037683172425204,0.19008185335589203,154.94446760584424,175.2065393463509,1.5494446760584424,0.0,잡음 이내 (sd 1.93)
reverse,component_shape,1,284,fit 47s,245343,0.2558214418181892,0.24961062140368376,-0.0062108204145054635,0.19037683172425204,0.19008185335589203,154.94446760584424,175.2065393463509,1.5494446760584424,0.0,잡음 이내 (sd 1.93)
reverse,trackman_quality,1,283,fit 47s,245343,0.2558214418181892,0.24961062140368376,-0.0062108204145054635,0.19037683172425204,0.19008185335589203,154.94446760584424,175.2065393463509,1.5494446760584424,0.0,잡음 이내 (sd 1.93)
reverse,rate_multiscale,1,332,fit 50s,245343,0.2558214418181892,0.24952819435491339,-0.006293247463275836,0.19037683172425204,0.19008461083936662,153.4960332298718,174.29949091710694,1.5349603322987182,-0.9070484292439573,잡음 이내 (sd 1.93)
reverse,temporal_cyclic,1,280,fit 48s,245343,0.2558214418181892,0.2497016142624268,-0.00611982755576243,0.19037683172425204,0.1900963280430505,147.34129077630388,167.01400461077708,1.4734129077630387,-8.192534735573815,잡음 이내 (sd 1.93)
reverse,no_component,1,227,fit 46s,245343,0.2558214418181892,0.2494983347825953,-0.006323107035593911,0.19037683172425204,0.19013273123660304,128.21963966842543,149.22097802537726,1.2821963966842542,-25.98556132097363,잡음 이내 (sd 1.93)
