target,arm,combo,fold,d,n,target_mean,pred_mean,offset,null,brier,bss_raw,bss_centered,bss_norm
middle,split_ball_id_frequency_rate_multiscale,id_frequency+rate_multiscale,2023,0.0,245343,0.1533159698870561,0.1515479340147743,-0.0017680358722818035,0.1298101832646474,0.1291182805133523,533.011150507745,535.4192442081129,5.330111505077451
