axis,axis_title,lam,fit,eval,scope,n_bins,bss,delta,bss_self,best_solo,best_solo_name,vs_solo,w
a9_batn,A9 타자 누적 이력,0.25,2022,2024,R,5,883.7329680810857,-0.19051998014776927,905.8921747287396,842.5847631795435,cw_v17_base,41.14820490154216,
a9_batn,A9 타자 누적 이력,0.5,2022,2024,R,5,883.1026294037537,-0.8208586574797891,921.784286900773,842.5847631795435,cw_v17_base,40.51786622421014,
a9_batn,A9 타자 누적 이력,0.75,2022,2024,R,5,882.0324720292705,-1.8910160319629767,931.5998245773338,842.5847631795435,cw_v17_base,39.44770884972695,
a9_batn,A9 타자 누적 이력,1.0,2022,2024,R,5,880.5224959575919,-3.4009921036415562,935.3387877584219,842.5847631795435,cw_v17_base,37.93773277804837,
a10_base,A10 주자 상황,0.0,2022,2024,R,8,883.9234880612335,0.0,883.9234880612335,842.5847631795435,cw_v17_base,41.33872488168993,
a10_base,A10 주자 상황,0.25,2022,2024,R,8,886.4131432385069,2.4896551772734483,906.7649060940819,842.5847631795435,cw_v17_base,43.828380058963376,
a10_base,A10 주자 상황,0.5,2022,2024,R,8,888.5258249136551,4.602336852421672,923.6637396305647,842.5847631795435,cw_v17_base,45.9410617341116,
a10_base,A10 주자 상황,0.75,2022,2024,R,8,890.2615330865782,6.338045025344741,934.6199886707262,842.5847631795435,cw_v17_base,47.67676990703467,
a10_base,A10 주자 상황,1.0,2022,2024,R,8,891.6202677573648,7.69677969613133,939.6336532145555,842.5847631795435,cw_v17_base,49.03550457782126,
a11_typemo,A11 game_type x 월블록,0.0,2022,2024,R,3,883.9234880612335,0.0,883.9234880612335,842.5847631795435,cw_v17_base,41.33872488168993,
a11_typemo,A11 game_type x 월블록,0.25,2022,2024,R,3,886.4149032560165,2.4914151947830305,906.4548458684429,842.5847631795435,cw_v17_base,43.83014007647296,
a11_typemo,A11 game_type x 월블록,0.5,2022,2024,R,3,888.3514649097424,4.4279768485089335,922.9646510707234,842.5847631795435,cw_v17_base,45.76670173019886,
a11_typemo,A11 game_type x 월블록,0.75,2022,2024,R,3,889.7331730223779,5.809684961144399,933.4529036679751,842.5847631795435,cw_v17_base,47.148409842834326,
a11_typemo,A11 game_type x 월블록,1.0,2022,2024,R,3,890.5600275939119,6.636539532678398,937.9196036602866,842.5847631795435,cw_v17_base,47.975264414368326,
a12_role,A12 투수 역할(전시즌),0.0,2022,2024,R,4,883.9234880612335,0.0,883.9234880612335,842.5847631795435,cw_v17_base,41.33872488168993,
a12_role,A12 투수 역할(전시즌),0.25,2022,2024,R,4,885.7800479341149,1.856559872881462,906.5862977403638,842.5847631795435,cw_v17_base,43.19528475457139,
