model,eval,axis,axis_title,shift_xfer,logit_xfer,shift_xfer_glob,logit_xfer_glob,shift_net,logit_net
sj_stdmlp,2022,a8_hand,A8 손 매치업,30.60407322060104,17.7139907663722,33.73490697735277,33.008301228242274,-3.1308337567517306,-15.294310461870076
sj_stdmlp,2022,a9_batn,A9 타자 누적 이력,25.757300768090715,24.98454990163085,33.73490697735277,33.008301228242274,-7.977606209262056,-8.023751326611425
sj_stdmlp,2024,a10_base,A10 주자 상황,-41.09846133618645,-40.500448068334514,-42.657621927591045,-43.0277032553478,1.5591605914045914,2.5272551870132887
sj_stdmlp,2024,a11_typemo,A11 game_type x 월블록,-49.76927693826577,-42.29217572833527,-42.657621927591045,-43.0277032553478,-7.111655010674724,0.735527527012529
sj_stdmlp,2024,a12_role,A12 투수 역할(전시즌),-46.73593602627539,-52.344434820427246,-42.657621927591045,-43.0277032553478,-4.078314098684345,-9.316731565079444
sj_stdmlp,2024,a13_tens,A13 이닝 x 점수차,-47.99138886052101,-61.066256112324716,-42.657621927591045,-43.0277032553478,-5.333766932929969,-18.038552856976914
sj_stdmlp,2024,a1_count,A1 볼카운트,-47.48261670497719,-59.0359705759714,-42.657621927591045,-43.0277032553478,-4.824994777386145,-16.008267320623595
sj_stdmlp,2024,a1b_phase,A1b 카운트 국면,-47.61746227188795,-52.66352954135351,-42.657621927591045,-43.0277032553478,-4.959840344296907,-9.63582628600571
sj_stdmlp,2024,a2_li,A2 경기 중요도 li,-46.01668239210917,-55.28266868923486,-42.657621927591045,-43.0277032553478,-3.359060464518123,-12.254965433887058
sj_stdmlp,2024,a3_load,A3 전시즌 경기당 대비 등판 투구수,-45.851622390341575,-49.180178577461206,-42.657621927591045,-43.0277032553478,-3.1940004627505303,-6.152475322113403
sj_stdmlp,2024,a3b_gp,A3b 등판 내 투구수,-43.77719806011591,-45.569534861116445,-42.657621927591045,-43.0277032553478,-1.1195761325248625,-2.5418316057686425
sj_stdmlp,2024,a4_prevp,A4 전시즌 투구수,-43.95403560533589,-55.90804254280314,-42.657621927591045,-43.0277032553478,-1.2964136777448445,-12.880339287455335
sj_stdmlp,2024,a5_asofn,A5 투수 누적 이력,-43.454886462365465,-48.08281782250428,-42.657621927591045,-43.0277032553478,-0.7972645347744205,-5.05511456715648
sj_stdmlp,2024,a6_psucc,A6 투수 수준 5분위,-50.39697715992033,-49.34507895886445,-42.657621927591045,-43.0277032553478,-7.739355232329288,-6.317375703516646
sj_stdmlp,2024,a7_inning,A7 이닝,-49.19143744031661,-55.11849596559963,-42.657621927591045,-43.0277032553478,-6.5338155127255675,-12.090792710251826
sj_stdmlp,2024,a8_hand,A8 손 매치업,-39.68472062999594,-46.12077966812123,-42.657621927591045,-43.0277032553478,2.972901297595108,-3.093076412773428
sj_stdmlp,2024,a9_batn,A9 타자 누적 이력,-40.88300696977515,-43.21731784084864,-42.657621927591045,-43.0277032553478,1.774614957815892,-0.1896145855008342
ye_hand,2022,a10_base,A10 주자 상황,18.461950363545057,14.41683660467157,15.206916020929407,10.710835794936118,3.25503434261565,3.7060008097354515
ye_hand,2022,a11_typemo,A11 game_type x 월블록,20.017126672898737,9.480971073314345,15.206916020929407,10.710835794936118,4.81021065196933,-1.229864721621773
ye_hand,2022,a12_role,A12 투수 역할(전시즌),23.358611193708228,35.40349557220216,15.206916020929407,10.710835794936118,8.15169517277882,24.692659777266044
ye_hand,2022,a13_tens,A13 이닝 x 점수차,9.53275677708978,-1.544055153005779,15.206916020929407,10.710835794936118,-5.674159243839627,-12.254890947941897
ye_hand,2022,a1_count,A1 볼카운트,15.263989093728004,6.724539648459349,15.206916020929407,10.710835794936118,0.057073072798596414,-3.9862961464767688
ye_hand,2022,a1b_phase,A1b 카운트 국면,15.763038378736404,7.921441606771513,15.206916020929407,10.710835794936118,0.5561223578069967,-2.7893941881646054
ye_hand,2022,a2_li,A2 경기 중요도 li,9.972848925390636,8.35031801388016,15.206916020929407,10.710835794936118,-5.234067095538771,-2.3605177810559574
ye_hand,2022,a3_load,A3 전시즌 경기당 대비 등판 투구수,11.240178318882586,4.450878873504445,15.206916020929407,10.710835794936118,-3.966737702046821,-6.259956921431673
ye_hand,2022,a3b_gp,A3b 등판 내 투구수,17.053626799576016,15.280026141500498,15.206916020929407,10.710835794936118,1.8467107786466084,4.56919034656438
ye_hand,2022,a4_prevp,A4 전시즌 투구수,39.85316374896235,55.580060049088246,15.206916020929407,10.710835794936118,24.646247728032947,44.86922425415213
ye_hand,2022,a5_asofn,A5 투수 누적 이력,22.828635265536636,18.450243931587945,15.206916020929407,10.710835794936118,7.621719244607229,7.739408136651827
ye_hand,2022,a6_psucc,A6 투수 수준 5분위,12.545025359324413,-20.79172575352571,15.206916020929407,10.710835794936118,-2.6618906616049944,-31.502561548461827
ye_hand,2022,a7_inning,A7 이닝,14.078378049151047,5.180686832258025,15.206916020929407,10.710835794936118,-1.1285379717783606,-5.530148962678093
ye_hand,2022,a8_hand,A8 손 매치업,19.424882989259228,16.182060642488132,15.206916020929407,10.710835794936118,4.21796696832982,5.471224847552014
ye_hand,2022,a9_batn,A9 타자 누적 이력,19.8748239188051,14.45920014002683,15.206916020929407,10.710835794936118,4.667907897875692,3.748364345090712
ye_hand,2024,a10_base,A10 주자 상황,39.233381696939205,7.886647388787459,35.61454249598908,3.0421329024598243,3.618839200950127,4.844514486327634
ye_hand,2024,a11_typemo,A11 game_type x 월블록,33.769132287688684,-11.5660967018136,35.61454249598908,3.0421329024598243,-1.8454102083003932,-14.608229604273424
ye_hand,2024,a12_role,A12 투수 역할(전시즌),28.667488455382983,14.723751480243159,35.61454249598908,3.0421329024598243,-6.947054040606094,11.681618577783334
ye_hand,2024,a13_tens,A13 이닝 x 점수차,26.05154067666818,-20.77012408073966,35.61454249598908,3.0421329024598243,-9.563001819320899,-23.812256983199482
ye_hand,2024,a1_count,A1 볼카운트,47.634616217111635,13.746245318205176,35.61454249598908,3.0421329024598243,12.020073721122557,10.704112415745351
ye_hand,2024,a1b_phase,A1b 카운트 국면,46.661407209502855,11.338675457425698,35.61454249598908,3.0421329024598243,11.046864713513777,8.296542554965873
ye_hand,2024,a2_li,A2 경기 중요도 li,26.528136092238796,-8.608719847103373,35.61454249598908,3.0421329024598243,-9.086406403750281,-11.650852749563198
ye_hand,2024,a3_load,A3 전시즌 경기당 대비 등판 투구수,29.84686586021642,2.887074279633203,35.61454249598908,3.0421329024598243,-5.767676635772659,-0.1550586228266213
ye_hand,2024,a3b_gp,A3b 등판 내 투구수,35.24320403051297,5.909053766737817,35.61454249598908,3.0421329024598243,-0.37133846547610716,2.866920864277993
ye_hand,2024,a4_prevp,A4 전시즌 투구수,37.91996733344854,12.497310485392171,35.61454249598908,3.0421329024598243,2.305424837459462,9.455177582932347
ye_hand,2024,a5_asofn,A5 투수 누적 이력,29.849753716360144,-10.935185559283259,35.61454249598908,3.0421329024598243,-5.764788779628933,-13.977318461743083
ye_hand,2024,a6_psucc,A6 투수 수준 5분위,28.935446099524324,-57.86872324057147,35.61454249598908,3.0421329024598243,-6.679096396464754,-60.910856143031296
ye_hand,2024,a7_inning,A7 이닝,29.649324986137064,-8.280525318677494,35.61454249598908,3.0421329024598243,-5.965217509852014,-11.322658221137319
ye_hand,2024,a8_hand,A8 손 매치업,40.99392072603017,1.8996500402159455,35.61454249598908,3.0421329024598243,5.379378230041091,-1.1424828622438787
ye_hand,2024,a9_batn,A9 타자 누적 이력,34.813743409917784,-0.7322127995831167,35.61454249598908,3.0421329024598243,-0.8007990860712937,-3.774345702042941
