axis,axis_title,lam,fit,eval,scope,n_bins,bss,delta,bss_self,w
a3_load,A3 전시즌 경기당 대비 등판 투구수,0.5,2022,2024,all,8,846.1433270013363,0.9016330118960241,908.4030106327856,
a3_load,A3 전시즌 경기당 대비 등판 투구수,0.75,2022,2024,all,8,846.4246682651666,1.1829742757263375,927.5869618031506,
a3_load,A3 전시즌 경기당 대비 등판 투구수,1.0,2022,2024,all,8,846.5930260341814,1.3513320447411843,938.5064415393884,
a3b_gp,A3b 등판 내 투구수,0.0,2022,2024,all,6,845.2416939894403,0.0,845.2416939894403,
a3b_gp,A3b 등판 내 투구수,0.25,2022,2024,all,6,846.4430677019741,1.2013737125338366,879.403931549283,
a3b_gp,A3b 등판 내 투구수,0.5,2022,2024,all,6,847.4914399131505,2.249745923710293,905.4851406592346,
a3b_gp,A3b 등판 내 투구수,0.75,2022,2024,all,6,848.3868106229364,3.1451166334961727,923.4853213193062,
a3b_gp,A3b 등판 내 투구수,1.0,2022,2024,all,6,849.1291798313316,3.887485841891362,933.4044735295199,
a4_prevp,A4 전시즌 투구수,0.0,2022,2024,all,7,845.2416939894403,0.0,845.2416939894403,
a4_prevp,A4 전시즌 투구수,0.25,2022,2024,all,7,846.0737757294279,0.8320817399876432,880.8300307075689,
a4_prevp,A4 전시즌 투구수,0.5,2022,2024,all,7,846.6278742713218,1.3861802818815931,908.0603053456038,
a4_prevp,A4 전시즌 투구수,0.75,2022,2024,all,7,846.9039896151331,1.6622956256928774,926.9325179036447,
a4_prevp,A4 전시즌 투구수,1.0,2022,2024,all,7,846.9021217607842,1.6604277713439615,937.4466683816252,
a5_asofn,A5 투수 누적 이력,0.0,2022,2024,all,6,845.2416939894403,0.0,845.2416939894403,
a5_asofn,A5 투수 누적 이력,0.25,2022,2024,all,6,844.9523519642455,-0.28934202519474184,880.8765047123801,
a5_asofn,A5 투수 누적 이력,0.5,2022,2024,all,6,844.3514022709486,-0.8902917184916532,907.5687087747308,
a5_asofn,A5 투수 누적 이력,0.75,2022,2024,all,6,843.4388449095054,-1.8028490799348447,925.3183061765924,
a5_asofn,A5 투수 누적 이력,1.0,2022,2024,all,6,842.2146798800045,-3.027014109435754,934.1252969178648,
a6_psucc,A6 투수 수준 5분위,0.0,2022,2024,all,5,845.2416939894403,0.0,845.2416939894403,
a6_psucc,A6 투수 수준 5분위,0.25,2022,2024,all,5,848.1623206766486,2.920626687208369,879.6892803973444,
a6_psucc,A6 투수 수준 5분위,0.5,2022,2024,all,5,850.5656043035992,5.323910314158979,905.6877112210703,
a6_psucc,A6 투수 수준 5분위,0.75,2022,2024,all,5,852.4515448702364,7.209850880796125,923.2369864606294,
a6_psucc,A6 투수 수준 5분위,1.0,2022,2024,all,5,853.8201423765602,8.57844838711992,932.3371061160545,
a7_inning,A7 이닝,0.0,2022,2024,all,4,845.2416939894403,0.0,845.2416939894403,
a7_inning,A7 이닝,0.25,2022,2024,all,4,845.6972752987068,0.45558130926656304,879.5186623179685,
a7_inning,A7 이닝,0.5,2022,2024,all,4,846.0231227676029,0.781428778162649,905.4534137630466,
a7_inning,A7 이닝,0.75,2022,2024,all,4,846.219236396184,0.977542406743737,923.0459483247411,
